Birth Date,Birth Place,Death Date,Death Place,Name,URL
1964-7-22,"Birmingham, Michigan, USA",,," David Spade
",https://www.imdb.com//name/nm0005450
1970-4-21,"Louisville, Kentucky, USA",,," Rob Riggle
",https://www.imdb.com//name/nm1443527
1940-5-5,"New York City, New York, USA",,," Lance Henriksen
",https://www.imdb.com//name/nm0000448
1947-5-4,"DeKalb, Illinois, USA",,," Richard Jenkins
",https://www.imdb.com//name/nm0420955
1962-5-12,"New York City, New York, USA",,," Emilio Estevez
",https://www.imdb.com//name/nm0000389
1973-8-3,"Silver Spring, Maryland, USA",,," Michael Ealy
",https://www.imdb.com//name/nm1013003
1986-3-14,"Billingham, Stockton-on-Tees, County Durham, England, UK",,," Jamie Bell
",https://www.imdb.com//name/nm0068260
1976-4-1,"Dallas, Texas, USA",,," Troy Baker
",https://www.imdb.com//name/nm1684869
1976-12-29,"Statesboro, Georgia, USA",,," Danny McBride
",https://www.imdb.com//name/nm1144419
1977-7-27,"Dublin, Ireland",,," Jonathan Rhys Meyers
",https://www.imdb.com//name/nm0001667
1988-6-7,"Brampton, Ontario, Canada",,," Michael Cera
",https://www.imdb.com//name/nm0148418
1955-5-17,"Fort Worth, Texas, USA",2017-2-25,"Beverly Grove, Los Angeles, California, USA"," Bill Paxton
",https://www.imdb.com//name/nm0000200
1973-10-6,"Cardiff, Wales, UK",,," Ioan Gruffudd
",https://www.imdb.com//name/nm0344435
1973-9-14,"London, England, UK",,," Andrew Lincoln
",https://www.imdb.com//name/nm0511088
1992-9-30,"Hoboken, New Jersey, USA",,," Ezra Miller
",https://www.imdb.com//name/nm3009232
1953-12-17,"Hornell, New York, USA",,," Bill Pullman
",https://www.imdb.com//name/nm0000597
1971-10-25,"Chicago, Illinois, USA",,," Craig Robinson
",https://www.imdb.com//name/nm0732497
1976-2-9,"New York City, New York, USA",,," Charlie Day
",https://www.imdb.com//name/nm0206359
1978-8-18,"Berkeley, California, USA",,," Andy Samberg
",https://www.imdb.com//name/nm1676221
1984-9-3,"Roseau, Minnesota, USA",,," Garrett Hedlund
",https://www.imdb.com//name/nm1330560
1982-8-16,"Tacoma, Washington, USA",,," Cam Gigandet
",https://www.imdb.com//name/nm1544217
1979-10-20,"Newton, Massachusetts, USA",,," John Krasinski
",https://www.imdb.com//name/nm1024677
1965-4-26,"Stony Brook, New York, USA",,," Kevin James
",https://www.imdb.com//name/nm0416673
1952-9-25,"New York City, New York, USA",2004-10-10,"Mount Kisco, New York, USA"," Christopher Reeve
",https://www.imdb.com//name/nm0001659
1979-4-21,"Glasgow, Scotland, UK",,," James McAvoy
",https://www.imdb.com//name/nm0564215
1967-10-29,"Twickenham, Middlesex, England, UK",,," Rufus Sewell
",https://www.imdb.com//name/nm0001722
1983-11-19,"San Diego, California, USA",,," Adam Driver
",https://www.imdb.com//name/nm3485845
1937-7-6,"Louisville, Kentucky, USA",2021-6-13,"Los Angeles, California, USA"," Ned Beatty
",https://www.imdb.com//name/nm0000885
1939-10-27,"Weston-Super-Mare, Somerset, England, UK",,," John Cleese
",https://www.imdb.com//name/nm0000092
1957-2-28,"Brooklyn, New York City, New York, USA",,," John Turturro
",https://www.imdb.com//name/nm0001806
1926-3-16,"Newark, New Jersey, USA",2017-8-20,"Las Vegas, Nevada, USA"," Jerry Lewis
",https://www.imdb.com//name/nm0001471
