Name,Birth Date,Birth Date(Date Time),Birth Place,Death Date,Death Date(Date Time),Death Place,URL,Age
 Emilia Clarke,1986-10-23,1986-10-23,"London, England, UK",,,,https://www.imdb.com//name/nm3592338,34
 Christina Applegate,1971-11-25,1971-11-25,"Hollywood, Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0000775,49
 Nia Long,1970-10-30,1970-10-30,"Brooklyn, New York, USA",,,,https://www.imdb.com//name/nm0000505,50
 Felicity Jones,1983-10-17,1983-10-17,"Birmingham, West Midlands, England, UK",,,,https://www.imdb.com//name/nm0428065,37
 Téa Leoni,1966-2-25,1966-02-25,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0000495,55
 Alexandra Daddario,1986-3-16,1986-03-16,"New York City, New York, USA",,,,https://www.imdb.com//name/nm1275259,35
 Jena Malone,1984-11-21,1984-11-21,"Sparks, Nevada, USA",,,,https://www.imdb.com//name/nm0540441,36
 Richard Gere,1949-8-31,1949-08-31,"Philadelphia, Pennsylvania, USA",,,,https://www.imdb.com//name/nm0000152,71
 Nick Frost,1972-3-28,1972-03-28,"Hornchurch, Essex, England, UK",,,,https://www.imdb.com//name/nm0296545,49
 Ray Liotta,1954-12-18,1954-12-18,"Newark, New Jersey, USA",,,,https://www.imdb.com//name/nm0000501,66
 Chris Rock,1965-2-7,1965-02-07,"Andrews, South Carolina, USA",,,,https://www.imdb.com//name/nm0001674,56
 Jon Hamm,1971-3-10,1971-03-10,"St. Louis, Missouri, USA",,,,https://www.imdb.com//name/nm0358316,50
 Neil Patrick Harris,1973-6-15,1973-06-15,"Albuquerque, New Mexico, USA",,,,https://www.imdb.com//name/nm0000439,48
 Charlie Sheen,1965-9-3,1965-09-03,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0000221,55
 Mark Rylance,1960-1-18,1960-01-18,"Ashford, Kent, England, UK",,,,https://www.imdb.com//name/nm0753314,61
 Andy Garcia,1956-4-12,1956-04-12,"Havana, Cuba",,,,https://www.imdb.com//name/nm0000412,65
 Michael Lerner,1941-6-22,1941-06-22,"Brooklyn, New York, USA",,,,https://www.imdb.com//name/nm0503627,80
 Graham Greene,1952-6-22,1952-06-22,"Six Nations Reserve, Ontario, Canada",,,,https://www.imdb.com//name/nm0001295,69
 Bruce Davison,1946-6-28,1946-06-28,"Philadelphia, Pennsylvania, USA",,,,https://www.imdb.com//name/nm0001117,75
 Dan Aykroyd,1952-7-1,1952-07-01,"Ottawa, Ontario, Canada",,,,https://www.imdb.com//name/nm0000101,69
 Danny Aiello,1933-6-20,1933-06-20,"Manhattan, New York City, New York, USA",2019-12-12,2019-12-12,"New Jersey, USA",https://www.imdb.com//name/nm0000732,86
 River Phoenix,1970-8-23,1970-08-23,"Madras, Oregon, USA",1993-10-31,1993-10-31,"West Hollywood, California, USA",https://www.imdb.com//name/nm0000203,23
 Dean Stockwell,1936-3-5,1936-03-05,"North Hollywood, Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0001777,85
 Billy Crystal,1948-3-14,1948-03-14,"Yorkville, Manhattan, New York City, New York, USA",,,,https://www.imdb.com//name/nm0000345,73
 John Goodman,1952-6-20,1952-06-20,"St. Louis, Missouri, USA",,,,https://www.imdb.com//name/nm0000422,69
 Orlando Bloom,1977-1-13,1977-01-13,"Canterbury, Kent, England, UK",,,,https://www.imdb.com//name/nm0089217,44
 Stellan Skarsgård,1951-6-13,1951-06-13,"Gothenburg, Västra Götalands län, Sweden",,,,https://www.imdb.com//name/nm0001745,70
 Alexander Skarsgård,1976-8-25,1976-08-25,"Stockholm, Stockholms län, Sweden",,,,https://www.imdb.com//name/nm0002907,44
 Mike Myers,1963-5-25,1963-05-25,"Scarborough, Ontario, Canada",,,,https://www.imdb.com//name/nm0000196,58
 Tyrese Gibson,1978-12-30,1978-12-30,"Watts, Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0879085,42
 Elijah Wood,1981-1-28,1981-01-28,"Cedar Rapids, Iowa, USA",,,,https://www.imdb.com//name/nm0000704,40
 Danny DeVito,1944-11-17,1944-11-17,"Asbury Park, New Jersey, USA",,,,https://www.imdb.com//name/nm0000362,76
 Susan Hayward,1917-6-30,1917-06-30,"Brooklyn, New York City, New York, USA",1975-3-14,1975-03-14,"Hollywood, Los Angeles, California, USA",https://www.imdb.com//name/nm0001333,57
 Michelle Rodriguez,1978-7-12,1978-07-12,"San Antonio, Texas, USA",,,,https://www.imdb.com//name/nm0735442,43
 Sarah Michelle Gellar,1977-4-14,1977-04-14,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0001264,44
 Sandra Oh,1971-7-20,1971-07-20,"Nepean, Ontario, Canada",,,,https://www.imdb.com//name/nm0644897,50
 Margot Kidder,1948-10-17,1948-10-17,"Yellowknife, Northwest Territories, Canada",2018-5-13,2018-05-13,"Livingston, Montana, USA",https://www.imdb.com//name/nm0452288,69
 Beyoncé,1981-9-4,1981-09-04,"Houston, Texas, USA",,,,https://www.imdb.com//name/nm0461498,39
 Rebecca Hall,1982-5-3,1982-05-03,"London, England, UK",,,,https://www.imdb.com//name/nm0356017,39
 Piper Perabo,1976-10-31,1976-10-31,"Dallas, Texas, USA",,,,https://www.imdb.com//name/nm0005305,44
 Courteney Cox,1964-6-15,1964-06-15,"Birmingham, Alabama, USA",,,,https://www.imdb.com//name/nm0001073,57
 Parker Posey,1968-11-8,1968-11-08,"Baltimore, Maryland, USA",,,,https://www.imdb.com//name/nm0000205,52
 Paula Patton,1975-12-5,1975-12-05,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm1745736,45
 Michelle Monaghan,1976-3-23,1976-03-23,"Winthrop, Iowa, USA",,,,https://www.imdb.com//name/nm1157358,45
 Claire Danes,1979-4-12,1979-04-12,"Manhattan, New York City, New York, USA",,,,https://www.imdb.com//name/nm0000132,42
 Allison Janney,1959-11-19,1959-11-19,"Boston, Massachusetts, USA",,,,https://www.imdb.com//name/nm0005049,61
 Kate Bosworth,1983-1-2,1983-01-02,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0098378,38
 Evan Rachel Wood,1987-9-7,1987-09-07,"Raleigh, North Carolina, USA",,,,https://www.imdb.com//name/nm0939697,33
 Mira Sorvino,1967-9-28,1967-09-28,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0000227,53
 Ziyi Zhang,1979-2-9,1979-02-09,"Beijing, China",,,,https://www.imdb.com//name/nm0955471,42
 Amanda Bynes,1986-4-3,1986-04-03,"Thousand Oaks, California, USA",,,,https://www.imdb.com//name/nm0004789,35
 Lisa Kudrow,1963-7-30,1963-07-30,"Encino, Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0001435,58
 Brit Marling,1982-8-7,1982-08-07,"Chicago, Illinois, USA",,,,https://www.imdb.com//name/nm1779870,38
 Cynthia Erivo,1987-1-8,1987-01-08,"Stockwell, London, England, UK",,,,https://www.imdb.com//name/nm7248827,34
 Sofía Vergara,1972-7-10,1972-07-10,"Barranquilla, Colombia",,,,https://www.imdb.com//name/nm0005527,49
 Mandy Moore,1984-4-10,1984-04-10,"Nashua, New Hampshire, USA",,,,https://www.imdb.com//name/nm0601553,37
 Virginia Madsen,1961-9-11,1961-09-11,"Chicago, Illinois, USA",,,,https://www.imdb.com//name/nm0000515,59
 James Marsden,1973-9-18,1973-09-18,"Stillwater, Oklahoma, USA",,,,https://www.imdb.com//name/nm0005188,47
 Tim Allen,1953-6-13,1953-06-13,"Denver, Colorado, USA",,,,https://www.imdb.com//name/nm0000741,68
 Giovanni Ribisi,1974-12-17,1974-12-17,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0000610,46
 Rutger Hauer,1944-1-23,1944-01-23,"Breukelen, Utrecht, Netherlands",2019-7-19,2019-07-19,"Beetsterzwaag, Friesland, Netherlands",https://www.imdb.com//name/nm0000442,75
 Vince Vaughn,1970-3-28,1970-03-28,"Minneapolis, Minnesota, USA",,,,https://www.imdb.com//name/nm0000681,51
 Brian Cox,1946-6-1,1946-06-01,"Dundee, Scotland, UK",,,,https://www.imdb.com//name/nm0004051,75
 Dennis Quaid,1954-4-9,1954-04-09,"Houston, Texas, USA",,,,https://www.imdb.com//name/nm0000598,67
 John Leguizamo,1964-7-22,1964-07-22,"Bogotá, Colombia",,,,https://www.imdb.com//name/nm0000491,57
 Michael Keaton,1951-9-5,1951-09-05,"Coraopolis, Pennsylvania, USA",,,,https://www.imdb.com//name/nm0000474,69
 Billy Burke,1966-11-25,1966-11-25,"Everett, Washington, USA",,,,https://www.imdb.com//name/nm0121605,54
 Brendan Gleeson,1955-3-29,1955-03-29,"Dublin, Ireland",,,,https://www.imdb.com//name/nm0322407,66
 Charles Bronson,1921-11-3,1921-11-03,"Ehrenfeld, Pennsylvania, USA",2003-8-30,2003-08-30,"Los Angeles, California, USA",https://www.imdb.com//name/nm0000314,81
 Jonathan Pryce,1947-6-1,1947-06-01,"Holywell, Flintshire, Wales, UK",,,,https://www.imdb.com//name/nm0000596,74
 Tobey Maguire,1975-6-27,1975-06-27,"Santa Monica, California, USA",,,,https://www.imdb.com//name/nm0001497,46
 Michael Sheen,1969-2-5,1969-02-05,"Newport, Gwent, Wales, UK",,,,https://www.imdb.com//name/nm0790688,52
 Justin Long,1978-6-2,1978-06-02,"Fairfield, Connecticut, USA",,,,https://www.imdb.com//name/nm0519043,43
 Jack Black,1969-8-28,1969-08-28,"Hermosa Beach, California, USA",,,,https://www.imdb.com//name/nm0085312,51
 Mel Brooks,1926-6-28,1926-06-28,"Brooklyn, New York City, New York, USA",,,,https://www.imdb.com//name/nm0000316,95
 Pierce Brosnan,1953-5-16,1953-05-16,"Drogheda, County Louth, Ireland",,,,https://www.imdb.com//name/nm0000112,68
 Sean Bean,1959-4-17,1959-04-17,"Sheffield, South Yorkshire, England, UK",,,,https://www.imdb.com//name/nm0000293,62
 Mahershala Ali,1974-2-16,1974-02-16,"Oakland, California, USA",,,,https://www.imdb.com//name/nm0991810,47
 Josh Duhamel,1972-11-14,1972-11-14,"Minot, North Dakota, USA",,,,https://www.imdb.com//name/nm0241049,48
 Eddie Murphy,1961-4-3,1961-04-03,"Brooklyn, New York City, New York, USA",,,,https://www.imdb.com//name/nm0000552,60
 Jon Favreau,1966-10-19,1966-10-19,"Queens, New York City, New York, USA",,,,https://www.imdb.com//name/nm0269463,54
 Danny Glover,1946-7-22,1946-07-22,"San Francisco, California, USA",,,,https://www.imdb.com//name/nm0000418,75
 Freida Pinto,1984-10-18,1984-10-18,"Bombay, Maharashtra, India [now Mumbai, Maharashtra, India]",,,,https://www.imdb.com//name/nm2951768,36
 Hilary Duff,1987-9-28,1987-09-28,"Houston, Texas, USA",,,,https://www.imdb.com//name/nm0240381,33
 Mary Elizabeth Winstead,1984-11-28,1984-11-28,"Rocky Mount, North Carolina, USA",,,,https://www.imdb.com//name/nm0935541,36
 Jennifer Coolidge,1961-8-28,1961-08-28,"Boston, Massachusetts, USA",,,,https://www.imdb.com//name/nm0177639,59
 Andrea Riseborough,1981-11-20,1981-11-20,"Newcastle upon Tyne, Northumberland, England, UK",,,,https://www.imdb.com//name/nm2057859,39
 Molly Ringwald,1968-2-18,1968-02-18,"Roseville, California, USA",,,,https://www.imdb.com//name/nm0000208,53
 January Jones,1978-1-5,1978-01-05,"Sioux Falls, South Dakota, USA",,,,https://www.imdb.com//name/nm0005064,43
 Maya Rudolph,1972-7-27,1972-07-27,"Gainesville, Florida, USA",,,,https://www.imdb.com//name/nm0748973,49
 Sophie Marceau,1966-11-17,1966-11-17,"Paris, France",,,,https://www.imdb.com//name/nm0000521,54
 Franka Potente,1974-7-22,1974-07-22,"Münster, North Rhine-Westphalia, Germany",,,,https://www.imdb.com//name/nm0004376,47
 Claire Foy,1984-4-16,1984-04-16,"Stockport, England, UK",,,,https://www.imdb.com//name/nm2946516,37
 Rashida Jones,1976-2-25,1976-02-25,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0429069,45
 Alicia Silverstone,1976-10-4,1976-10-04,"San Francisco, California, USA",,,,https://www.imdb.com//name/nm0000224,44
 Lillian Gish,1893-10-14,1893-10-14,"Springfield, Ohio, USA",1993-2-27,1993-02-27,"New York City, New York, USA",https://www.imdb.com//name/nm0001273,99
 Evangeline Lilly,1979-8-3,1979-08-03,"Fort Saskatchewan, Alberta, Canada",,,,https://www.imdb.com//name/nm1431940,41
 Olivia Colman,1974-1-30,1974-01-30,"Norwich, Norfolk, England, UK",,,,https://www.imdb.com//name/nm1469236,47
 Mireille Enos,1975-9-22,1975-09-22,"Houston, Texas, USA",,,,https://www.imdb.com//name/nm0257969,45
 Jennifer Love Hewitt,1979-2-21,1979-02-21,"Waco, Texas, USA",,,,https://www.imdb.com//name/nm0001349,42
 Emmy Rossum,1986-9-12,1986-09-12,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0002536,34
 Joey King,1999-7-30,1999-07-30,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm1428821,22
 Ginnifer Goodwin,1978-5-22,1978-05-22,"Memphis, Tennessee, USA",,,,https://www.imdb.com//name/nm0329481,43
 Christine Taylor,1971-7-30,1971-07-30,"Allentown, Pennsylvania, USA",,,,https://www.imdb.com//name/nm0852132,50
 Vanessa Hudgens,1988-12-14,1988-12-14,"Salinas, California, USA",,,,https://www.imdb.com//name/nm1227814,32
 Abbie Cornish,1982-8-7,1982-08-07,"Lochinvar, New South Wales, Australia",,,,https://www.imdb.com//name/nm0180411,38
 Florence Pugh,1996-1-3,1996-01-03,"Oxford, Oxfordshire, England, UK",,,,https://www.imdb.com//name/nm6073955,25
 Ian Holm,1931-9-12,1931-09-12,"Goodmayes, Essex, England, UK",2020-6-19,2020-06-19,"London, England, UK",https://www.imdb.com//name/nm0000453,88
 Nathan Lane,1956-2-3,1956-02-03,"Jersey City, New Jersey, USA",,,,https://www.imdb.com//name/nm0001447,65
 Cary Elwes,1962-10-26,1962-10-26,"London, England, UK",,,,https://www.imdb.com//name/nm0000144,58
 Martin Lawrence,1965-4-16,1965-04-16,"Frankfurt am Main, Hesse, Germany",,,,https://www.imdb.com//name/nm0001454,56
 Steve Coogan,1965-10-14,1965-10-14,"Middleton, Manchester, England, UK",,,,https://www.imdb.com//name/nm0176869,55
 Sacha Baron Cohen,1971-10-13,1971-10-13,"Hammersmith, London, England, UK",,,,https://www.imdb.com//name/nm0056187,49
 Jeffrey Wright,1965-12-7,1965-12-07,"Washington, District of Columbia, USA",,,,https://www.imdb.com//name/nm0942482,55
 Jackie Chan,1954-4-7,1954-04-07,"Victoria Peak, Hong Kong",,,,https://www.imdb.com//name/nm0000329,67
 Aaron Eckhart,1968-3-12,1968-03-12,"Cupertino, California, USA",,,,https://www.imdb.com//name/nm0001173,53
 Sam Worthington,1976-8-2,1976-08-02,"Godalming, Surrey, England, UK",,,,https://www.imdb.com//name/nm0941777,45
 Jack Davenport,1973-3-1,1973-03-01,"Suffolk, England, UK",,,,https://www.imdb.com//name/nm0202603,48
 Alfred Molina,1953-5-24,1953-05-24,"London, England, UK",,,,https://www.imdb.com//name/nm0000547,68
 Tim Curry,1946-4-19,1946-04-19,"Grappenhall, Cheshire, England, UK",,,,https://www.imdb.com//name/nm0000347,75
 Mark Hamill,1951-9-25,1951-09-25,"Oakland, California, USA",,,,https://www.imdb.com//name/nm0000434,69
 Brendan Fraser,1968-12-3,1968-12-03,"Indianapolis, Indiana, USA",,,,https://www.imdb.com//name/nm0000409,52
 Ice Cube,1969-6-15,1969-06-15,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0001084,52
 Liev Schreiber,1967-10-4,1967-10-04,"San Francisco, California, USA",,,,https://www.imdb.com//name/nm0000630,53
 Ed Helms,1974-1-24,1974-01-24,"Atlanta, Georgia, USA",,,,https://www.imdb.com//name/nm1159180,47
 Val Kilmer,1959-12-31,1959-12-31,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm0000174,61
 Russell Brand,1975-6-4,1975-06-04,"Grays, Essex, England, UK",,,,https://www.imdb.com//name/nm1258970,46
 Craig T. Nelson,1944-4-4,1944-04-04,"Spokane, Washington, USA",,,,https://www.imdb.com//name/nm0005266,77
 Bernie Mac,1957-10-5,1957-10-05,"Chicago, Illinois, USA",2008-8-9,2008-08-09,"Chicago, Illinois, USA",https://www.imdb.com//name/nm0005170,50
 Patrick Stewart,1940-7-13,1940-07-13,"Mirfield, Yorkshire, England, UK",,,,https://www.imdb.com//name/nm0001772,81
 Seth Green,1974-2-8,1974-02-08,"Overbrook Park, Philadelphia, Pennsylvania, USA",,,,https://www.imdb.com//name/nm0001293,47
 Ashton Kutcher,1978-2-7,1978-02-07,"Cedar Rapids, Iowa, USA",,,,https://www.imdb.com//name/nm0005110,43
 Randy Quaid,1950-10-1,1950-10-01,"Houston, Texas, USA",,,,https://www.imdb.com//name/nm0001642,70
 Wesley Snipes,1962-7-31,1962-07-31,"Orlando, Florida, USA",,,,https://www.imdb.com//name/nm0000648,59
 David Oyelowo,1976-4-1,1976-04-01,"Oxford, England, UK",,,,https://www.imdb.com//name/nm0654648,45
 Mark Strong,1963-8-5,1963-08-05,"Islington, London, England, UK",,,,https://www.imdb.com//name/nm0835016,57
 Rob Schneider,1963-10-31,1963-10-31,"San Francisco, California, USA",,,,https://www.imdb.com//name/nm0001705,57
 Jay Baruchel,1982-4-9,1982-04-09,"Ottawa, Ontario, Canada",,,,https://www.imdb.com//name/nm0059431,39
 Hayden Christensen,1981-4-19,1981-04-19,"Vancouver, British Columbia, Canada",,,,https://www.imdb.com//name/nm0159789,40
 Ray Stevenson,1964-5-25,1964-05-25,"Lisburn, Northern Ireland, UK",,,,https://www.imdb.com//name/nm0829032,57
 Paul Bettany,1971-5-27,1971-05-27,"Harlesden, London, England, UK",,,,https://www.imdb.com//name/nm0079273,50
 Hugh Laurie,1959-6-11,1959-06-11,"Oxford, Oxfordshire, England, UK",,,,https://www.imdb.com//name/nm0491402,62
 Chris Tucker,1971-8-31,1971-08-31,"Atlanta, Georgia, USA",,,,https://www.imdb.com//name/nm0000676,49
 John Candy,1950-10-31,1950-10-31,"Toronto, Ontario, Canada",1994-3-4,1994-03-04,"Durango, Mexico",https://www.imdb.com//name/nm0001006,43
 Richard Attenborough,1923-8-29,1923-08-29,"Cambridge, Cambridgeshire, England, UK",2014-8-24,2014-08-24,"Denville Hall, Northwood, Hillingdon, London, England, UK",https://www.imdb.com//name/nm0000277,90
 Chris O'Donnell,1970-6-26,1970-06-26,"Winnetka, Illinois, USA",,,,https://www.imdb.com//name/nm0000563,51
 Benjamin Bratt,1963-12-16,1963-12-16,"San Francisco, California, USA",,,,https://www.imdb.com//name/nm0000973,57
 Common,1972-3-13,1972-03-13,"Chicago, Illinois, USA",,,,https://www.imdb.com//name/nm0996669,49
 Marlon Wayans,1972-7-23,1972-07-23,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0005541,49
 Albert Brooks,1947-7-22,1947-07-22,"Beverly Hills, California, USA",,,,https://www.imdb.com//name/nm0000983,74
 Aaron Paul,1979-8-27,1979-08-27,"Emmett, Idaho, USA",,,,https://www.imdb.com//name/nm0666739,41
 Macaulay Culkin,1980-8-26,1980-08-26,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0000346,40
 Sam Elliott,1944-8-9,1944-08-09,"Sacramento, California, USA",,,,https://www.imdb.com//name/nm0000385,76
 Taron Egerton,1989-11-10,1989-11-10,"Birkenhead, Cheshire, England, UK",,,,https://www.imdb.com//name/nm5473782,31
 Jim Caviezel,1968-9-26,1968-09-26,"Mount Vernon, Washington, USA",,,,https://www.imdb.com//name/nm0001029,52
 Elvis Presley,1935-1-8,1935-01-08,"Tupelo, Mississippi, USA",1977-8-16,1977-08-16,"Memphis, Tennessee, USA",https://www.imdb.com//name/nm0000062,42
 Jonah Hill,1983-12-20,1983-12-20,"Los Angeles, California, USA",,,,https://www.imdb.com//name/nm1706767,37
 Sung Kang,1972-4-8,1972-04-08,"Gainesville, Georgia, USA",,,,https://www.imdb.com//name/nm0437646,49
 Jason Sudeikis,1975-9-18,1975-09-18,"Fairfax, Virginia, USA",,,,https://www.imdb.com//name/nm0837177,45
 Josh Hartnett,1978-7-21,1978-07-21,"St. Paul, Minnesota, USA",,,,https://www.imdb.com//name/nm0001326,43
 Cillian Murphy,1976-5-25,1976-05-25,"Douglas, Cork, Ireland",,,,https://www.imdb.com//name/nm0614165,45
 Billy Crudup,1968-7-8,1968-07-08,"Manhasset, New York, USA",,,,https://www.imdb.com//name/nm0001082,53
 Anthony Mackie,1978-9-23,1978-09-23,"New Orleans, Louisiana, USA",,,,https://www.imdb.com//name/nm1107001,42
 John Barrymore,1882-2-15,1882-02-15,"Philadelphia, Pennsylvania, USA",1942-5-29,1942-05-29,"Los Angeles, California, USA",https://www.imdb.com//name/nm0000858,60
 Timothy Olyphant,1968-5-20,1968-05-20,"Honolulu, Hawaii, USA",,,,https://www.imdb.com//name/nm0648249,53
 Josh Gad,1981-2-23,1981-02-23,"Hollywood, Florida, USA",,,,https://www.imdb.com//name/nm1265802,40
 Billy Zane,1966-2-24,1966-02-24,"Chicago, Illinois, USA",,,,https://www.imdb.com//name/nm0000708,55
 Luke Wilson,1971-9-21,1971-09-21,"Dallas, Texas, USA",,,,https://www.imdb.com//name/nm0005561,49
 Peter Sarsgaard,1971-3-7,1971-03-07,"Belleville, Illinois, USA",,,,https://www.imdb.com//name/nm0765597,50
 Rhys Ifans,1967-7-22,1967-07-22,"Haverfordwest, Pembrokeshire, Wales, UK",,,,https://www.imdb.com//name/nm0406975,54
 Topher Grace,1978-7-12,1978-07-12,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0333410,43
 Kevin Hart,1979-7-6,1979-07-06,"Philadelphia, Pennsylvania, USA",,,,https://www.imdb.com//name/nm0366389,42
 Paul Dano,1984-6-19,1984-06-19,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0200452,37
 Bill Hader,1978-6-7,1978-06-07,"Tulsa, Oklahoma, USA",,,,https://www.imdb.com//name/nm0352778,43
 Rob Lowe,1964-3-17,1964-03-17,"Charlottesville, Virginia, USA",,,,https://www.imdb.com//name/nm0000507,57
 Mel Blanc,1908-5-30,1908-05-30,"San Francisco, California, USA",1989-7-10,1989-07-10,"Los Angeles, California, USA",https://www.imdb.com//name/nm0000305,81
 David Spade,1964-7-22,1964-07-22,"Birmingham, Michigan, USA",,,,https://www.imdb.com//name/nm0005450,57
 Rob Riggle,1970-4-21,1970-04-21,"Louisville, Kentucky, USA",,,,https://www.imdb.com//name/nm1443527,51
 Lance Henriksen,1940-5-5,1940-05-05,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0000448,81
 Richard Jenkins,1947-5-4,1947-05-04,"DeKalb, Illinois, USA",,,,https://www.imdb.com//name/nm0420955,74
 Emilio Estevez,1962-5-12,1962-05-12,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0000389,59
 Michael Ealy,1973-8-3,1973-08-03,"Silver Spring, Maryland, USA",,,,https://www.imdb.com//name/nm1013003,47
 Jamie Bell,1986-3-14,1986-03-14,"Billingham, Stockton-on-Tees, County Durham, England, UK",,,,https://www.imdb.com//name/nm0068260,35
 Troy Baker,1976-4-1,1976-04-01,"Dallas, Texas, USA",,,,https://www.imdb.com//name/nm1684869,45
 Danny McBride,1976-12-29,1976-12-29,"Statesboro, Georgia, USA",,,,https://www.imdb.com//name/nm1144419,44
 Jonathan Rhys Meyers,1977-7-27,1977-07-27,"Dublin, Ireland",,,,https://www.imdb.com//name/nm0001667,44
 Michael Cera,1988-6-7,1988-06-07,"Brampton, Ontario, Canada",,,,https://www.imdb.com//name/nm0148418,33
 Bill Paxton,1955-5-17,1955-05-17,"Fort Worth, Texas, USA",2017-2-25,2017-02-25,"Beverly Grove, Los Angeles, California, USA",https://www.imdb.com//name/nm0000200,61
 Ioan Gruffudd,1973-10-6,1973-10-06,"Cardiff, Wales, UK",,,,https://www.imdb.com//name/nm0344435,47
 Andrew Lincoln,1973-9-14,1973-09-14,"London, England, UK",,,,https://www.imdb.com//name/nm0511088,47
 Ezra Miller,1992-9-30,1992-09-30,"Hoboken, New Jersey, USA",,,,https://www.imdb.com//name/nm3009232,28
 Bill Pullman,1953-12-17,1953-12-17,"Hornell, New York, USA",,,,https://www.imdb.com//name/nm0000597,67
 Craig Robinson,1971-10-25,1971-10-25,"Chicago, Illinois, USA",,,,https://www.imdb.com//name/nm0732497,49
 Charlie Day,1976-2-9,1976-02-09,"New York City, New York, USA",,,,https://www.imdb.com//name/nm0206359,45
 Andy Samberg,1978-8-18,1978-08-18,"Berkeley, California, USA",,,,https://www.imdb.com//name/nm1676221,42
 Garrett Hedlund,1984-9-3,1984-09-03,"Roseau, Minnesota, USA",,,,https://www.imdb.com//name/nm1330560,36
 Cam Gigandet,1982-8-16,1982-08-16,"Tacoma, Washington, USA",,,,https://www.imdb.com//name/nm1544217,38
 John Krasinski,1979-10-20,1979-10-20,"Newton, Massachusetts, USA",,,,https://www.imdb.com//name/nm1024677,41
 Kevin James,1965-4-26,1965-04-26,"Stony Brook, New York, USA",,,,https://www.imdb.com//name/nm0416673,56
 Christopher Reeve,1952-9-25,1952-09-25,"New York City, New York, USA",2004-10-10,2004-10-10,"Mount Kisco, New York, USA",https://www.imdb.com//name/nm0001659,52
 James McAvoy,1979-4-21,1979-04-21,"Glasgow, Scotland, UK",,,,https://www.imdb.com//name/nm0564215,42
 Rufus Sewell,1967-10-29,1967-10-29,"Twickenham, Middlesex, England, UK",,,,https://www.imdb.com//name/nm0001722,53
 Adam Driver,1983-11-19,1983-11-19,"San Diego, California, USA",,,,https://www.imdb.com//name/nm3485845,37
 Ned Beatty,1937-7-6,1937-07-06,"Louisville, Kentucky, USA",2021-6-13,2021-06-13,"Los Angeles, California, USA",https://www.imdb.com//name/nm0000885,83
 John Cleese,1939-10-27,1939-10-27,"Weston-Super-Mare, Somerset, England, UK",,,,https://www.imdb.com//name/nm0000092,81
 John Turturro,1957-2-28,1957-02-28,"Brooklyn, New York City, New York, USA",,,,https://www.imdb.com//name/nm0001806,64
 Jerry Lewis,1926-3-16,1926-03-16,"Newark, New Jersey, USA",2017-8-20,2017-08-20,"Las Vegas, Nevada, USA",https://www.imdb.com//name/nm0001471,91
